gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,prop.sig.genes,stressor
LOC111136572,GO:0045095,keratin filament,1,1,0.05,0.04946,Cellular Components,1,CASE
LOC111136988,GO:0005634,nucleus,3481,212,172.17,0.00855,Cellular Components,0.0609020396437805,CASE
LOC111137032,GO:0005634,nucleus,3481,212,172.17,0.00855,Cellular Components,0.0609020396437805,CASE
LOC111137068,GO:0005930,axoneme,55,9,2.72,0.03667,Cellular Components,0.163636363636364,CASE
LOC111137089,GO:0022625,cytosolic large ribosomal subunit,49,14,2.42,6.2e-08,Cellular Components,0.285714285714286,CASE
LOC111137152,GO:0005634,nucleus,3481,212,172.17,0.00855,Cellular Components,0.0609020396437805,CASE
LOC111137265,GO:0005813,centrosome,136,13,6.73,0.01718,Cellular Components,0.0955882352941176,CASE
LOC111137559,GO:0005634,nucleus,3481,212,172.17,0.00855,Cellular Components,0.0609020396437805,CASE
LOC111137559,GO:0005829,cytosol,810,72,40.06,0.01682,Cellular Components,0.0888888888888889,CASE
LOC111137638,GO:0031428,box C/D snoRNP complex,6,2,0.3,0.03208,Cellular Components,0.333333333333333,CASE
LOC111137775,GO:1902560,GMP reductase complex,1,1,0.05,0.04946,Cellular Components,1,CASE
LOC111137886,GO:0005634,nucleus,3481,212,172.17,0.00855,Cellular Components,0.0609020396437805,CASE
LOC111138046,GO:0031213,RSF complex,1,1,0.05,0.04946,Cellular Components,1,CASE
LOC111138235,GO:0005634,nucleus,3481,212,172.17,0.00855,Cellular Components,0.0609020396437805,CASE
LOC111138235,GO:0005829,cytosol,810,72,40.06,0.01682,Cellular Components,0.0888888888888889,CASE
LOC111138321,GO:0005634,nucleus,3481,212,172.17,0.00855,Cellular Components,0.0609020396437805,CASE
LOC111138334,GO:0031514,motile cilium,26,8,1.29,0.00143,Cellular Components,0.307692307692308,CASE
LOC111099995,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111100141,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111100196,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111100196,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111100197,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111100197,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111100239,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111100239,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111100242,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111100242,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111100257,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111100268,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",23,5,0.93,0.00198,Molecular Functions,0.217391304347826,CASE
LOC111100314,GO:0004445,inositol-polyphosphate 5-phosphatase activity,1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111100398,GO:0010181,FMN binding,14,4,0.57,0.00194,Molecular Functions,0.285714285714286,CASE
LOC111100412,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111100412,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111100516,GO:0004111,creatine kinase activity,1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111100546,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111100547,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111100549,GO:0003729,mRNA binding,160,26,6.49,3.1e-08,Molecular Functions,0.1625,CASE
LOC111100549,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111100549,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111100708,GO:0003735,structural constituent of ribosome,174,26,7.06,9e-09,Molecular Functions,0.149425287356322,CASE
LOC111100708,GO:0070181,small ribosomal subunit rRNA binding,5,2,0.2,0.01514,Molecular Functions,0.4,CASE
LOC111100752,GO:0003729,mRNA binding,160,26,6.49,3.1e-08,Molecular Functions,0.1625,CASE
LOC111100788,GO:0003729,mRNA binding,160,26,6.49,3.1e-08,Molecular Functions,0.1625,CASE
LOC111100882,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111100883,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111100883,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111100924,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111100924,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111100927,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111101020,GO:0003729,mRNA binding,160,26,6.49,3.1e-08,Molecular Functions,0.1625,CASE
LOC111101025,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111101025,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111101027,GO:0003924,GTPase activity,294,23,11.92,0.0021,Molecular Functions,0.0782312925170068,CASE
LOC111101057,GO:0051082,unfolded protein binding,66,10,2.68,0.00031,Molecular Functions,0.151515151515152,CASE
LOC111101063,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111101190,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111101190,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111101410,GO:0003729,mRNA binding,160,26,6.49,3.1e-08,Molecular Functions,0.1625,CASE
LOC111101543,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111101543,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111101860,GO:0003735,structural constituent of ribosome,174,26,7.06,9e-09,Molecular Functions,0.149425287356322,CASE
LOC111101916,GO:0051287,NAD binding,60,6,2.43,0.01611,Molecular Functions,0.1,CASE
LOC111101967,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111101967,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111102132,GO:0001055,RNA polymerase II activity,2,2,0.08,0.00164,Molecular Functions,1,CASE
LOC111102380,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111102380,GO:0003735,structural constituent of ribosome,174,26,7.06,9e-09,Molecular Functions,0.149425287356322,CASE
LOC111102448,GO:0010181,FMN binding,14,4,0.57,0.00194,Molecular Functions,0.285714285714286,CASE
LOC111102448,GO:0051287,NAD binding,60,6,2.43,0.01611,Molecular Functions,0.1,CASE
LOC111102475,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111102685,GO:0045505,dynein intermediate chain binding,63,6,2.56,0.042,Molecular Functions,0.0952380952380952,CASE
LOC111103020,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111103020,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111103170,GO:0003729,mRNA binding,160,26,6.49,3.1e-08,Molecular Functions,0.1625,CASE
LOC111103170,GO:0003735,structural constituent of ribosome,174,26,7.06,9e-09,Molecular Functions,0.149425287356322,CASE
LOC111103246,GO:0019905,syntaxin binding,39,5,1.58,0.01993,Molecular Functions,0.128205128205128,CASE
LOC111103370,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111103370,GO:0019905,syntaxin binding,39,5,1.58,0.01993,Molecular Functions,0.128205128205128,CASE
LOC111103589,GO:0031267,small GTPase binding,75,8,3.04,0.01088,Molecular Functions,0.106666666666667,CASE
LOC111103614,GO:0004017,adenylate kinase activity,10,3,0.41,0.00644,Molecular Functions,0.3,CASE
LOC111103614,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111103614,GO:0016887,ATPase activity,359,32,14.56,0.00128,Molecular Functions,0.0891364902506964,CASE
LOC111103655,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111103868,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111103869,GO:0003924,GTPase activity,294,23,11.92,0.0021,Molecular Functions,0.0782312925170068,CASE
LOC111104061,GO:0016887,ATPase activity,359,32,14.56,0.00128,Molecular Functions,0.0891364902506964,CASE
LOC111104629,GO:0004198,calcium-dependent cysteine-type endopeptidase activity,26,5,1.05,0.00351,Molecular Functions,0.192307692307692,CASE
LOC111104835,GO:0003924,GTPase activity,294,23,11.92,0.0021,Molecular Functions,0.0782312925170068,CASE
LOC111105302,GO:0003924,GTPase activity,294,23,11.92,0.0021,Molecular Functions,0.0782312925170068,CASE
LOC111105429,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111105429,GO:0003743,translation initiation factor activity,48,10,1.95,1.8e-05,Molecular Functions,0.208333333333333,CASE
LOC111105616,GO:0003735,structural constituent of ribosome,174,26,7.06,9e-09,Molecular Functions,0.149425287356322,CASE
LOC111105703,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111106468,GO:0003735,structural constituent of ribosome,174,26,7.06,9e-09,Molecular Functions,0.149425287356322,CASE
LOC111106648,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111106648,GO:0035299,inositol pentakisphosphate 2-kinase activity,1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111106992,GO:0004753,saccharopine dehydrogenase activity,1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111107093,GO:0031267,small GTPase binding,75,8,3.04,0.01088,Molecular Functions,0.106666666666667,CASE
LOC111107136,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111107136,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111107136,GO:0016887,ATPase activity,359,32,14.56,0.00128,Molecular Functions,0.0891364902506964,CASE
LOC111107136,GO:0051082,unfolded protein binding,66,10,2.68,0.00031,Molecular Functions,0.151515151515152,CASE
LOC111107163,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111107264,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111107264,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111107274,GO:0005315,inorganic phosphate transmembrane transporter activity,2,2,0.08,0.00164,Molecular Functions,1,CASE
LOC111107343,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111107343,GO:0003735,structural constituent of ribosome,174,26,7.06,9e-09,Molecular Functions,0.149425287356322,CASE
LOC111107387,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111107393,GO:0051537,"2 iron, 2 sulfur cluster binding",28,5,1.14,0.0049,Molecular Functions,0.178571428571429,CASE
LOC111107462,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111107757,GO:0098632,cell-cell adhesion mediator activity,29,5,1.18,0.00573,Molecular Functions,0.172413793103448,CASE
LOC111107786,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111107795,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111107874,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111107875,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111107875,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111108086,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111108086,GO:0016887,ATPase activity,359,32,14.56,0.00128,Molecular Functions,0.0891364902506964,CASE
LOC111108170,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111108170,GO:0016887,ATPase activity,359,32,14.56,0.00128,Molecular Functions,0.0891364902506964,CASE
LOC111108170,GO:0051082,unfolded protein binding,66,10,2.68,0.00031,Molecular Functions,0.151515151515152,CASE
LOC111108370,GO:0051015,actin filament binding,117,13,4.75,0.00093,Molecular Functions,0.111111111111111,CASE
LOC111108397,GO:0031625,ubiquitin protein ligase binding,35,5,1.42,0.01282,Molecular Functions,0.142857142857143,CASE
LOC111108442,GO:0043022,ribosome binding,24,4,0.97,0.01494,Molecular Functions,0.166666666666667,CASE
LOC111108704,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111108878,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111109514,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111109634,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111109745,GO:0003774,motor activity,110,13,4.46,0.01108,Molecular Functions,0.118181818181818,CASE
LOC111109745,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111109854,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111109854,GO:0016887,ATPase activity,359,32,14.56,0.00128,Molecular Functions,0.0891364902506964,CASE
LOC111110039,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111110677,GO:0004713,protein tyrosine kinase activity,90,7,3.65,0.025,Molecular Functions,0.0777777777777778,CASE
LOC111110677,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111110733,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111111015,GO:0051287,NAD binding,60,6,2.43,0.01611,Molecular Functions,0.1,CASE
LOC111111073,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111111107,GO:0003743,translation initiation factor activity,48,10,1.95,1.8e-05,Molecular Functions,0.208333333333333,CASE
LOC111111107,GO:0098632,cell-cell adhesion mediator activity,29,5,1.18,0.00573,Molecular Functions,0.172413793103448,CASE
LOC111111223,GO:0008017,microtubule binding,158,13,6.41,0.01227,Molecular Functions,0.0822784810126582,CASE
LOC111111679,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111111679,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111111685,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111111685,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111111836,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111111998,GO:0003729,mRNA binding,160,26,6.49,3.1e-08,Molecular Functions,0.1625,CASE
LOC111112049,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111112118,GO:0004343,glucosamine 6-phosphate N-acetyltransferase activity,5,2,0.2,0.01514,Molecular Functions,0.4,CASE
LOC111112216,GO:0003924,GTPase activity,294,23,11.92,0.0021,Molecular Functions,0.0782312925170068,CASE
LOC111112319,GO:0003924,GTPase activity,294,23,11.92,0.0021,Molecular Functions,0.0782312925170068,CASE
LOC111112585,GO:0008143,poly(A) binding,6,3,0.24,0.00121,Molecular Functions,0.5,CASE
LOC111112585,GO:0008266,poly(U) RNA binding,3,2,0.12,0.0048,Molecular Functions,0.666666666666667,CASE
LOC111112605,GO:0051015,actin filament binding,117,13,4.75,0.00093,Molecular Functions,0.111111111111111,CASE
LOC111112625,GO:0003924,GTPase activity,294,23,11.92,0.0021,Molecular Functions,0.0782312925170068,CASE
LOC111112733,GO:0003729,mRNA binding,160,26,6.49,3.1e-08,Molecular Functions,0.1625,CASE
LOC111112987,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111113166,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111113272,GO:0004693,cyclin-dependent protein serine/threonine kinase activity,17,3,0.69,0.02956,Molecular Functions,0.176470588235294,CASE
LOC111113272,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111113447,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111113447,GO:0008569,"ATP-dependent microtubule motor activity, minus-end-directed",31,4,1.26,0.03544,Molecular Functions,0.129032258064516,CASE
LOC111113447,GO:0016887,ATPase activity,359,32,14.56,0.00128,Molecular Functions,0.0891364902506964,CASE
LOC111113447,GO:0045505,dynein intermediate chain binding,63,6,2.56,0.042,Molecular Functions,0.0952380952380952,CASE
LOC111113447,GO:0051959,dynein light intermediate chain binding,37,6,1.5,0.00346,Molecular Functions,0.162162162162162,CASE
LOC111113970,GO:0008017,microtubule binding,158,13,6.41,0.01227,Molecular Functions,0.0822784810126582,CASE
LOC111114173,GO:0004441,"inositol-1,4-bisphosphate 1-phosphatase activity",1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111114229,GO:0048027,mRNA 5'-UTR binding,5,2,0.2,0.01514,Molecular Functions,0.4,CASE
LOC111114521,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111114521,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111114596,GO:0004733,pyridoxamine-phosphate oxidase activity,1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111114596,GO:0010181,FMN binding,14,4,0.57,0.00194,Molecular Functions,0.285714285714286,CASE
LOC111114766,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111114829,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111115508,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111115508,GO:0008017,microtubule binding,158,13,6.41,0.01227,Molecular Functions,0.0822784810126582,CASE
LOC111115532,GO:0000062,fatty-acyl-CoA binding,8,2,0.32,0.0391,Molecular Functions,0.25,CASE
LOC111116264,GO:0008073,ornithine decarboxylase inhibitor activity,1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111116587,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111116587,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111116971,GO:0003924,GTPase activity,294,23,11.92,0.0021,Molecular Functions,0.0782312925170068,CASE
LOC111117039,GO:0004198,calcium-dependent cysteine-type endopeptidase activity,26,5,1.05,0.00351,Molecular Functions,0.192307692307692,CASE
LOC111117101,GO:0003994,aconitate hydratase activity,7,2,0.28,0.03012,Molecular Functions,0.285714285714286,CASE
LOC111117607,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111117740,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111117740,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111117742,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111117742,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111117748,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111117748,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111117751,GO:0030371,translation repressor activity,233,27,9.45,1.9e-06,Molecular Functions,0.11587982832618,CASE
LOC111117751,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111117970,GO:0004713,protein tyrosine kinase activity,90,7,3.65,0.025,Molecular Functions,0.0777777777777778,CASE
LOC111117970,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111117972,GO:0051015,actin filament binding,117,13,4.75,0.00093,Molecular Functions,0.111111111111111,CASE
LOC111117983,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111118011,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111118026,GO:0003774,motor activity,110,13,4.46,0.01108,Molecular Functions,0.118181818181818,CASE
LOC111118026,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111118045,GO:0045505,dynein intermediate chain binding,63,6,2.56,0.042,Molecular Functions,0.0952380952380952,CASE
LOC111118045,GO:0051959,dynein light intermediate chain binding,37,6,1.5,0.00346,Molecular Functions,0.162162162162162,CASE
LOC111118056,GO:0051537,"2 iron, 2 sulfur cluster binding",28,5,1.14,0.0049,Molecular Functions,0.178571428571429,CASE
LOC111118083,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111118106,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111118152,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",23,5,0.93,0.00198,Molecular Functions,0.217391304347826,CASE
LOC111118247,GO:0008379,thioredoxin peroxidase activity,6,2,0.24,0.02211,Molecular Functions,0.333333333333333,CASE
LOC111118324,GO:0004360,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111118435,GO:0003924,GTPase activity,294,23,11.92,0.0021,Molecular Functions,0.0782312925170068,CASE
LOC111118490,GO:0046403,polynucleotide 3'-phosphatase activity,3,2,0.12,0.0048,Molecular Functions,0.666666666666667,CASE
LOC111118490,GO:0046404,ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity,3,2,0.12,0.0048,Molecular Functions,0.666666666666667,CASE
LOC111118539,GO:0008187,poly-pyrimidine tract binding,4,3,0.16,0.04046,Molecular Functions,0.75,CASE
LOC111118569,GO:0009045,xylose isomerase activity,1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111118710,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111118850,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111118943,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111118963,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111118963,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111119087,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111119153,GO:0005094,Rho GDP-dissociation inhibitor activity,1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111119190,GO:0004586,ornithine decarboxylase activity,1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111119195,GO:0003723,RNA binding,833,85,33.79,1e-04,Molecular Functions,0.102040816326531,CASE
LOC111119206,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111119225,GO:0030374,nuclear receptor transcription coactivator activity,12,3,0.49,0.01111,Molecular Functions,0.25,CASE
LOC111119327,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111119372,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111119382,GO:0003682,chromatin binding,141,10,5.72,0.03636,Molecular Functions,0.0709219858156028,CASE
LOC111119459,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111119636,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111119776,GO:0030374,nuclear receptor transcription coactivator activity,12,3,0.49,0.01111,Molecular Functions,0.25,CASE
LOC111119812,GO:0004677,DNA-dependent protein kinase activity,1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111119848,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111119998,GO:0003924,GTPase activity,294,23,11.92,0.0021,Molecular Functions,0.0782312925170068,CASE
LOC111120385,GO:0004713,protein tyrosine kinase activity,90,7,3.65,0.025,Molecular Functions,0.0777777777777778,CASE
LOC111120385,GO:0005524,ATP binding,1286,73,52.16,0.00222,Molecular Functions,0.0567651632970451,CASE
LOC111120473,GO:0061630,ubiquitin protein ligase activity,601,48,24.38,1.1e-05,Molecular Functions,0.0798668885191348,CASE
LOC111120530,GO:0005509,calcium ion binding,846,46,34.31,0.02684,Molecular Functions,0.0543735224586288,CASE
LOC111120551,GO:0009882,blue light photoreceptor activity,1,1,0.04,0.04056,Molecular Functions,1,CASE
LOC111120557,GO:0003735,structural constituent of ribosome,174,26,7.06,9e-09,Molecular Functions,0.149425287356322,CASE
LOC111120557,GO:0048027,mRNA 5'-UTR binding,5,2,0.2,0.01514,Molecular Functions,0.4,CASE
LOC111120557,GO:0070181,small ribosomal subunit rRNA binding,5,2,0.2,0.01514,Molecular Functions,0.4,CASE
LOC111120563,GO:0045504,dynein heavy chain binding,15,3,0.61,0.021,Molecular Functions,0.2,CASE
